,NOUN,.,NUM,ADJ,VERB,DET,ADP,CONJ,X,ADV,PRT,PRON
employee-contributed,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
company-paid,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
midweek,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uninterrupted,0.0,0.0,0.0,5.217028380634391e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
policing,3.898103572611924e-06,0.0,0.0,0.0,1.3270695649865965e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wash-up,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boiler,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24-hour-day,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7-day-week,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vending,0.0,0.0,0.0,0.0,3.317673912466492e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
relying,0.0,0.0,0.0,0.0,3.317673912466492e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prepackaged,0.0,0.0,0.0,0.0,1.3270695649865965e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
second-,0.0,0.0,0.0,2.6085141903171954e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
third-shift,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subcontracting,0.0,0.0,0.0,0.0,6.635347824932983e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
custodial,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
in-plant,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
commensurate,0.0,0.0,0.0,3.912771285475793e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audited,0.0,0.0,0.0,0.0,1.3270695649865965e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
weed,0.0,0.0,0.0,0.0,6.635347824932983e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
employee's,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inter-plant,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
taxis,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intra-company,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
re-scheduled,0.0,0.0,0.0,0.0,6.635347824932983e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shutdown,1.1694310717835772e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fill-ins,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shutdowns,1.1694310717835772e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
non-productive,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
make-work,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
assigning,0.0,0.0,0.0,0.0,5.971813042439685e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fee-per-case,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
first-aid,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rigidly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013371665440930667,0.0,0.0
distinguish,0.0,0.0,0.0,0.0,0.0001260716086737267,0.0,0.0,0.0,0.0,0.0,0.0,0.0
job-,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
non-job-connected,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
indiscriminantly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.228610906821778e-05,0.0,0.0
treatments,4.287913929873117e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
revamping,0.0,0.0,0.0,0.0,6.635347824932983e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hourly,0.0,0.0,0.0,2.6085141903171954e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
overboard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015600276347752445,0.0,0.0
bafflers,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dietetic,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
facsimile,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
itemizing,0.0,0.0,0.0,0.0,1.3270695649865965e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
$227.72,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
periodically,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013371665440930667,0.0,0.0
alerting,0.0,0.0,0.0,0.0,1.9906043474798948e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
on-the-job,0.0,0.0,0.0,3.912771285475793e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deductable,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
beware,0.0,0.0,0.0,0.0,1.9906043474798948e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dollar-and-cents,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bereavement,1.1694310717835772e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
worker's,1.5592414290447698e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deceased,1.1694310717835772e-05,0.0,0.0,5.217028380634391e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cousin's,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dispensers,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
good-size,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
drinkers,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
deadheads,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time-on-the-job,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contributory,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
non-contributory,0.0,0.0,0.0,2.6085141903171954e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
absences,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
illnesses,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
layoffs,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inconvenience,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
startups,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
absentee,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
concessionaire,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dishwater,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
widest,0.0,0.0,0.0,3.912771285475793e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
replacements,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
studebaker,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ammunition,5.067534644395502e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
diligent,0.0,0.0,0.0,2.6085141903171954e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
loader,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slow-firing,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
auto-loaders,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
small-arms,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resource-use,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ever-expanding,0.0,0.0,0.0,3.912771285475793e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sown,0.0,0.0,0.0,0.0,1.9906043474798948e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
game-management,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
commission-controlled,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sportsmen's,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saami,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kick-off,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
saami's,2.3388621435671545e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carryover,4.677724287134309e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oep,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
school-age,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
teen,2.3388621435671545e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jennings,1.1694310717835772e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
babylon,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thc,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
appreciations,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
assists,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ever-growing,0.0,0.0,0.0,2.6085141903171954e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grass-roots,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
man-hours,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
primed,0.0,0.0,0.0,0.0,1.3270695649865965e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sammy,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hatteras,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
campground,1.1694310717835772e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seagulls,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bluefish,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carolina's,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tents,3.8981035726119245e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pup,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
camper,1.1694310717835772e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parachutes,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sunshades,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stoves,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lanterns,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
windbreaks,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
campgrounds,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70-mile-long,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
campers,3.508293215350732e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
guesses,1.1694310717835772e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
campsites,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
harassed,0.0,0.0,0.0,0.0,3.317673912466492e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rods,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
binoculars,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
migration,1.5592414290447698e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
$29,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aaa,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
splits,3.898103572611924e-06,0.0,0.0,0.0,6.635347824932983e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
$10.50,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
$9.50,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
$7,1.1694310717835772e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resorts,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
comforts,1.5592414290447698e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logger,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wandering,3.898103572611924e-06,0.0,0.0,0.0,1.3270695649865965e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mattresses,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
disillusionment,1.1694310717835772e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
willingly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.914443627287111e-05,0.0,0.0
rebelled,0.0,0.0,0.0,0.0,1.9906043474798948e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
public's,2.3388621435671545e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
astronomically,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.228610906821778e-05,0.0,0.0
remedies,1.9490517863059623e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
management-trained,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gage,1.1694310717835772e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
over-emphasized,0.0,0.0,0.0,0.0,1.3270695649865965e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
status-conscious,0.0,0.0,0.0,2.6085141903171954e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contributor,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vice-presidents,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dual-road-up,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dual-channel,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
advancement,3.508293215350732e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
supervisory,0.0,0.0,0.0,2.6085141903171954e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
individual-contributor,0.0,0.0,0.0,2.6085141903171954e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
company-wide,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ge,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turbine,2.3388621435671545e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vp,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strang,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
switchgear,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abundantly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.228610906821778e-05,0.0,0.0
fad,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
equivalence,1.5592414290447698e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
non-supervisory,0.0,0.0,0.0,3.912771285475793e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
first-level,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
engineering-management,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
divisional,0.0,0.0,0.0,2.6085141903171954e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
asme,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aiee,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aiche,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
formalize,0.0,0.0,0.0,0.0,1.3270695649865965e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
engrg,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agitate,0.0,0.0,0.0,0.0,6.635347824932983e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
secretaries,2.728672500828347e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dual-ladder,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
technical-ladder,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
top-heavy,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
high-salaried,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
remuneration,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
badge,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inaugurating,0.0,0.0,0.0,0.0,6.635347824932983e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
research-staff,1.1694310717835772e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
organization-position,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
evaluations,1.9490517863059623e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
administratively,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.228610906821778e-05,0.0,0.0
dutchess,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oakwood,1.9490517863059623e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
three-bedroom,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"$14,000",3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
metered,0.0,0.0,0.0,0.0,2.654139129973193e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tri-state,0.0,0.0,0.0,0.00015651085141903172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timen,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540-k,0.0,0.0,5.9705057018329455e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
berkman,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kahler-craft,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
newburgh,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fueloil,1.1694310717835772e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,0.0,0.0,5.9705057018329455e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
schulz,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tenants,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
slo-flo,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
time-consuming,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lays,3.898103572611924e-06,0.0,0.0,0.0,3.317673912466492e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
easement,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
buries,0.0,0.0,0.0,0.0,6.635347824932983e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
two-to-three,0.0,0.0,5.9705057018329455e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oilheating,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boiler-burner,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
summer-winter,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hookups,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gallonage,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poughkeepsie,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simplifies,0.0,0.0,0.0,0.0,1.3270695649865965e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crescent,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stipulation,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
x-tru-coat,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
welded,0.0,0.0,0.0,0.0,1.9906043474798948e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24'',7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
shocks,1.1694310717835772e-05,0.0,0.0,0.0,6.635347824932983e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trucking,3.898103572611924e-06,0.0,0.0,0.0,6.635347824932983e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
easements,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sunning,0.0,0.0,0.0,0.0,6.635347824932983e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ditcher,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trenches,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gargle,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coolant,1.5592414290447698e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anti-freeze,3.898103572611924e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inhibitors,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
inhibitor,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
softest,0.0,0.0,0.0,1.3042570951585977e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaks,7.796207145223849e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
